team_home,team_away,outcome,home_goals_avg,away_goals_avg,home_wins_pct,away_wins_pct
Toulouse FC,Girondins de Bordeaux,2,1.2763157894736843,1.1578947368421053,0.40789473684210525,0.29605263157894735
Valenciennes FC,Dijon FCO,2,1.4210526315789473,0.7894736842105263,0.4298245614035088,0.15789473684210525
AC Ajaccio,Montpellier Hérault SC,0,1.1228070175438596,1.1353383458646618,0.2807017543859649,0.2932330827067669
Girondins de Bordeaux,LOSC Lille,1,1.5,1.1842105263157894,0.5328947368421053,0.35526315789473684
SM Caen,Olympique Lyonnais,2,1.1473684210526316,1.368421052631579,0.35789473684210527,0.40789473684210525
Dijon FCO,Stade Brestois 29,2,1.2105263157894737,0.6842105263157895,0.3157894736842105,0.15789473684210525
FC Lorient,AJ Auxerre,1,1.4078947368421053,0.9210526315789473,0.40789473684210525,0.2894736842105263
Olympique de Marseille,Évian Thonon Gaillard FC,2,1.6710526315789473,0.9868421052631579,0.5263157894736842,0.21052631578947367
AS Nancy-Lorraine,Valenciennes FC,1,1.0842105263157895,0.8245614035087719,0.3157894736842105,0.14035087719298245
Paris Saint-Germain,OGC Nice,2,2.1842105263157894,0.9473684210526315,0.6710526315789473,0.24342105263157895
AS Saint-Étienne,Toulouse FC,1,1.4671052631578947,0.9539473684210527,0.4934210526315789,0.26973684210526316
FC Sochaux-Montbéliard,Stade Rennais FC,0,1.263157894736842,1.0657894736842106,0.43859649122807015,0.3157894736842105
AJ Auxerre,FC Sochaux-Montbéliard,2,1.2894736842105263,0.8947368421052632,0.40789473684210525,0.16666666666666666
Stade Brestois 29,AC Ajaccio,1,1.0526315789473684,0.9122807017543859,0.3157894736842105,0.10526315789473684
Évian Thonon Gaillard FC,SM Caen,0,1.381578947368421,1.168421052631579,0.3815789473684211,0.23157894736842105
LOSC Lille,FC Lorient,1,1.7763157894736843,1.0789473684210527,0.6118421052631579,0.23026315789473684
Olympique Lyonnais,Girondins de Bordeaux,2,1.9013157894736843,1.1578947368421053,0.5986842105263158,0.29605263157894735
Montpellier Hérault SC,Paris Saint-Germain,0,1.4511278195488722,1.5526315789473684,0.5338345864661654,0.48026315789473684
OGC Nice,Dijon FCO,1,1.3026315789473684,0.7894736842105263,0.45394736842105265,0.15789473684210525
Stade Rennais FC,AS Saint-Étienne,1,1.3486842105263157,0.9736842105263158,0.4144736842105263,0.3026315789473684
Toulouse FC,AS Nancy-Lorraine,2,1.2763157894736843,1.0526315789473684,0.40789473684210525,0.2736842105263158
Valenciennes FC,Olympique de Marseille,1,1.4210526315789473,1.368421052631579,0.4298245614035088,0.4144736842105263
Girondins de Bordeaux,Montpellier Hérault SC,1,1.5,1.1353383458646618,0.5328947368421053,0.2932330827067669
SM Caen,OGC Nice,1,1.1473684210526316,0.9473684210526315,0.35789473684210527,0.24342105263157895
Dijon FCO,AC Ajaccio,1,1.2105263157894737,0.9122807017543859,0.3157894736842105,0.10526315789473684
LOSC Lille,Stade Rennais FC,2,1.7763157894736843,1.0657894736842106,0.6118421052631579,0.3157894736842105
FC Lorient,Valenciennes FC,2,1.4078947368421053,0.8245614035087719,0.40789473684210525,0.14035087719298245
Olympique de Marseille,Stade Brestois 29,1,1.6710526315789473,0.6842105263157895,0.5263157894736842,0.15789473684210525
AS Nancy-Lorraine,Évian Thonon Gaillard FC,1,1.0842105263157895,0.9868421052631579,0.3157894736842105,0.21052631578947367
Paris Saint-Germain,Olympique Lyonnais,2,2.1842105263157894,1.368421052631579,0.6710526315789473,0.40789473684210525
AS Saint-Étienne,AJ Auxerre,1,1.4671052631578947,0.9210526315789473,0.4934210526315789,0.2894736842105263
FC Sochaux-Montbéliard,Toulouse FC,2,1.263157894736842,0.9539473684210527,0.43859649122807015,0.26973684210526316
Montpellier Hérault SC,Toulouse FC,1,1.4511278195488722,0.9539473684210527,0.5338345864661654,0.26973684210526316
Évian Thonon Gaillard FC,Girondins de Bordeaux,0,1.381578947368421,1.1578947368421053,0.3815789473684211,0.29605263157894735
AS Nancy-Lorraine,Stade Brestois 29,2,1.0842105263157895,0.6842105263157895,0.3157894736842105,0.15789473684210525
OGC Nice,AC Ajaccio,0,1.3026315789473684,0.9122807017543859,0.45394736842105265,0.10526315789473684
Paris Saint-Germain,FC Lorient,1,2.1842105263157894,1.0789473684210527,0.6710526315789473,0.23026315789473684
Stade de Reims,Olympique de Marseille,0,1.2894736842105263,1.368421052631579,0.39473684210526316,0.4144736842105263
Stade Rennais FC,Olympique Lyonnais,0,1.3486842105263157,1.368421052631579,0.4144736842105263,0.40789473684210525
AS Saint-Étienne,LOSC Lille,0,1.4671052631578947,1.1842105263157894,0.4934210526315789,0.35526315789473684
FC Sochaux-Montbéliard,SC Bastia,0,1.263157894736842,0.8421052631578947,0.43859649122807015,0.17105263157894737
ES Troyes AC,Valenciennes FC,0,1.0,0.8245614035087719,0.18421052631578946,0.14035087719298245
SC Bastia,Girondins de Bordeaux,2,1.3289473684210527,1.1578947368421053,0.5,0.29605263157894735
LOSC Lille,Valenciennes FC,2,1.7763157894736843,0.8245614035087719,0.6118421052631579,0.14035087719298245
FC Lorient,AC Ajaccio,1,1.4078947368421053,0.9122807017543859,0.40789473684210525,0.10526315789473684
Montpellier Hérault SC,OGC Nice,2,1.4511278195488722,0.9473684210526315,0.5338345864661654,0.24342105263157895
AS Nancy-Lorraine,Paris Saint-Germain,0,1.0842105263157895,1.5526315789473684,0.3157894736842105,0.48026315789473684
Stade de Reims,ES Troyes AC,1,1.2894736842105263,0.868421052631579,0.39473684210526316,0.10526315789473684
AS Saint-Étienne,Stade Rennais FC,2,1.4671052631578947,1.0657894736842106,0.4934210526315789,0.3157894736842105
FC Sochaux-Montbéliard,Évian Thonon Gaillard FC,2,1.263157894736842,0.9868421052631579,0.43859649122807015,0.21052631578947367
Toulouse FC,Stade Brestois 29,2,1.2763157894736843,0.6842105263157895,0.40789473684210525,0.15789473684210525
Olympique de Marseille,Olympique Lyonnais,0,1.6710526315789473,1.368421052631579,0.5263157894736842,0.40789473684210525
AC Ajaccio,Olympique de Marseille,0,1.1228070175438596,1.368421052631579,0.2807017543859649,0.4144736842105263
Girondins de Bordeaux,Toulouse FC,2,1.5,0.9539473684210527,0.5328947368421053,0.26973684210526316
Stade Brestois 29,FC Lorient,2,1.0526315789473684,1.0789473684210527,0.3157894736842105,0.23026315789473684
Évian Thonon Gaillard FC,LOSC Lille,0,1.381578947368421,1.1842105263157894,0.3815789473684211,0.35526315789473684
Olympique Lyonnais,SC Bastia,2,1.9013157894736843,0.8421052631578947,0.5986842105263158,0.17105263157894737
OGC Nice,AS Nancy-Lorraine,2,1.3026315789473684,1.0526315789473684,0.45394736842105265,0.2736842105263158
Paris Saint-Germain,AS Saint-Étienne,0,2.1842105263157894,0.9736842105263158,0.6710526315789473,0.3026315789473684
Stade Rennais FC,Stade de Reims,2,1.3486842105263157,0.9210526315789473,0.4144736842105263,0.18421052631578946
ES Troyes AC,Montpellier Hérault SC,1,1.0,1.1353383458646618,0.18421052631578946,0.2932330827067669
Valenciennes FC,FC Sochaux-Montbéliard,2,1.4210526315789473,0.8947368421052632,0.4298245614035088,0.16666666666666666
SC Bastia,Valenciennes FC,0,1.3289473684210527,0.8245614035087719,0.5,0.14035087719298245
LOSC Lille,Stade Brestois 29,2,1.7763157894736843,0.6842105263157895,0.6118421052631579,0.15789473684210525
FC Lorient,Girondins de Bordeaux,0,1.4078947368421053,1.1578947368421053,0.40789473684210525,0.29605263157894735
Olympique de Marseille,OGC Nice,1,1.6710526315789473,0.9473684210526315,0.5263157894736842,0.24342105263157895
AS Nancy-Lorraine,Stade Rennais FC,0,1.0842105263157895,1.0657894736842106,0.3157894736842105,0.3157894736842105
Stade de Reims,Évian Thonon Gaillard FC,0,1.2894736842105263,0.9868421052631579,0.39473684210526316,0.21052631578947367
AS Saint-Étienne,ES Troyes AC,2,1.4671052631578947,0.868421052631579,0.4934210526315789,0.10526315789473684
FC Sochaux-Montbéliard,Olympique Lyonnais,1,1.263157894736842,1.368421052631579,0.43859649122807015,0.40789473684210525
Toulouse FC,AC Ajaccio,0,1.2763157894736843,0.9122807017543859,0.40789473684210525,0.10526315789473684
Montpellier Hérault SC,Paris Saint-Germain,1,1.4511278195488722,1.5526315789473684,0.5338345864661654,0.48026315789473684
AC Ajaccio,FC Sochaux-Montbéliard,0,1.1228070175438596,0.8947368421052632,0.2807017543859649,0.16666666666666666
Stade Brestois 29,SC Bastia,2,1.0526315789473684,0.8421052631578947,0.3157894736842105,0.17105263157894737
Évian Thonon Gaillard FC,AS Saint-Étienne,1,1.381578947368421,0.9736842105263158,0.3815789473684211,0.3026315789473684
FC Lorient,LOSC Lille,2,1.4078947368421053,1.1842105263157894,0.40789473684210525,0.35526315789473684
Olympique Lyonnais,Stade de Reims,2,1.9013157894736843,0.9210526315789473,0.5986842105263158,0.18421052631578946
OGC Nice,Toulouse FC,2,1.3026315789473684,0.9539473684210527,0.45394736842105265,0.26973684210526316
Paris Saint-Germain,Stade Rennais FC,0,2.1842105263157894,1.0657894736842106,0.6710526315789473,0.3157894736842105
ES Troyes AC,AS Nancy-Lorraine,1,1.0,1.0526315789473684,0.18421052631578946,0.2736842105263158
Valenciennes FC,Montpellier Hérault SC,1,1.4210526315789473,1.1353383458646618,0.4298245614035088,0.2932330827067669
Girondins de Bordeaux,Olympique de Marseille,2,1.5,1.368421052631579,0.5328947368421053,0.4144736842105263
SC Bastia,FC Lorient,2,1.3289473684210527,1.0789473684210527,0.5,0.23026315789473684
Montpellier Hérault SC,Girondins de Bordeaux,2,1.4511278195488722,1.1578947368421053,0.5338345864661654,0.29605263157894735
AS Nancy-Lorraine,AC Ajaccio,1,1.0842105263157895,0.9122807017543859,0.3157894736842105,0.10526315789473684
Paris Saint-Germain,ES Troyes AC,2,2.1842105263157894,0.868421052631579,0.6710526315789473,0.10526315789473684
Stade de Reims,Stade Brestois 29,1,1.2894736842105263,0.6842105263157895,0.39473684210526316,0.15789473684210525
Stade Rennais FC,Évian Thonon Gaillard FC,0,1.3486842105263157,0.9868421052631579,0.4144736842105263,0.21052631578947367
AS Saint-Étienne,Valenciennes FC,2,1.4671052631578947,0.8245614035087719,0.4934210526315789,0.14035087719298245
FC Sochaux-Montbéliard,OGC Nice,0,1.263157894736842,0.9473684210526315,0.43859649122807015,0.24342105263157895
Toulouse FC,Olympique Lyonnais,2,1.2763157894736843,1.368421052631579,0.40789473684210525,0.40789473684210525
Olympique de Marseille,LOSC Lille,2,1.6710526315789473,1.1842105263157894,0.5263157894736842,0.35526315789473684
AC Ajaccio,AS Saint-Étienne,1,1.1228070175438596,0.9736842105263158,0.2807017543859649,0.3026315789473684
Girondins de Bordeaux,FC Sochaux-Montbéliard,1,1.5,0.8947368421052632,0.5328947368421053,0.16666666666666666
Stade Brestois 29,Olympique de Marseille,0,1.0526315789473684,1.368421052631579,0.3157894736842105,0.4144736842105263
Évian Thonon Gaillard FC,AS Nancy-Lorraine,1,1.381578947368421,1.0526315789473684,0.3815789473684211,0.2736842105263158
LOSC Lille,SC Bastia,1,1.7763157894736843,0.8421052631578947,0.6118421052631579,0.17105263157894737
FC Lorient,Toulouse FC,2,1.4078947368421053,0.9539473684210527,0.40789473684210525,0.26973684210526316
Olympique Lyonnais,Montpellier Hérault SC,2,1.9013157894736843,1.1353383458646618,0.5986842105263158,0.2932330827067669
OGC Nice,Paris Saint-Germain,2,1.3026315789473684,1.5526315789473684,0.45394736842105265,0.48026315789473684
ES Troyes AC,Stade Rennais FC,0,1.0,1.0657894736842106,0.18421052631578946,0.3157894736842105
Valenciennes FC,Stade de Reims,2,1.4210526315789473,0.9210526315789473,0.4298245614035088,0.18421052631578946
Olympique de Marseille,FC Lorient,0,1.6710526315789473,1.0789473684210527,0.5263157894736842,0.23026315789473684
Montpellier Hérault SC,AC Ajaccio,2,1.4511278195488722,0.9122807017543859,0.5338345864661654,0.10526315789473684
AS Nancy-Lorraine,Valenciennes FC,1,1.0842105263157895,0.8245614035087719,0.3157894736842105,0.14035087719298245
Paris Saint-Germain,Évian Thonon Gaillard FC,2,2.1842105263157894,0.9868421052631579,0.6710526315789473,0.21052631578947367
Stade de Reims,Girondins de Bordeaux,1,1.2894736842105263,1.1578947368421053,0.39473684210526316,0.29605263157894735
Stade Rennais FC,Stade Brestois 29,1,1.3486842105263157,0.6842105263157895,0.4144736842105263,0.15789473684210525
AS Saint-Étienne,Olympique Lyonnais,0,1.4671052631578947,1.368421052631579,0.4934210526315789,0.40789473684210525
FC Sochaux-Montbéliard,LOSC Lille,1,1.263157894736842,1.1842105263157894,0.43859649122807015,0.35526315789473684
Toulouse FC,SC Bastia,1,1.2763157894736843,0.8421052631578947,0.40789473684210525,0.17105263157894737
ES Troyes AC,OGC Nice,1,1.0,0.9473684210526315,0.18421052631578946,0.24342105263157895
AC Ajaccio,Stade de Reims,2,1.1228070175438596,0.9210526315789473,0.2807017543859649,0.18421052631578946
SC Bastia,Olympique de Marseille,0,1.3289473684210527,1.368421052631579,0.5,0.4144736842105263
Girondins de Bordeaux,AS Saint-Étienne,1,1.5,0.9736842105263158,0.5328947368421053,0.3026315789473684
Stade Brestois 29,Montpellier Hérault SC,0,1.0526315789473684,1.1353383458646618,0.3157894736842105,0.2932330827067669
Évian Thonon Gaillard FC,ES Troyes AC,2,1.381578947368421,0.868421052631579,0.3815789473684211,0.10526315789473684
LOSC Lille,Toulouse FC,2,1.7763157894736843,0.9539473684210527,0.6118421052631579,0.26973684210526316
FC Lorient,FC Sochaux-Montbéliard,2,1.4078947368421053,0.8947368421052632,0.40789473684210525,0.16666666666666666
Olympique Lyonnais,AS Nancy-Lorraine,1,1.9013157894736843,1.0526315789473684,0.5986842105263158,0.2736842105263158
OGC Nice,Stade Rennais FC,2,1.3026315789473684,1.0657894736842106,0.45394736842105265,0.3157894736842105
Valenciennes FC,Paris Saint-Germain,0,1.4210526315789473,1.5526315789473684,0.4298245614035088,0.48026315789473684
Montpellier Hérault SC,SC Bastia,2,1.4511278195488722,0.8421052631578947,0.5338345864661654,0.17105263157894737
AS Nancy-Lorraine,Girondins de Bordeaux,1,1.0842105263157895,1.1578947368421053,0.3157894736842105,0.29605263157894735
OGC Nice,Évian Thonon Gaillard FC,2,1.3026315789473684,0.9868421052631579,0.45394736842105265,0.21052631578947367
Stade de Reims,LOSC Lille,1,1.2894736842105263,1.1842105263157894,0.39473684210526316,0.35526315789473684
Stade Rennais FC,Valenciennes FC,2,1.3486842105263157,0.8245614035087719,0.4144736842105263,0.14035087719298245
AS Saint-Étienne,FC Lorient,0,1.4671052631578947,1.0789473684210527,0.4934210526315789,0.23026315789473684
FC Sochaux-Montbéliard,Stade Brestois 29,0,1.263157894736842,0.6842105263157895,0.43859649122807015,0.15789473684210525
Toulouse FC,Olympique de Marseille,0,1.2763157894736843,1.368421052631579,0.40789473684210525,0.4144736842105263
ES Troyes AC,AC Ajaccio,2,1.0,0.9122807017543859,0.18421052631578946,0.10526315789473684
Paris Saint-Germain,Olympique Lyonnais,2,2.1842105263157894,1.368421052631579,0.6710526315789473,0.40789473684210525
AC Ajaccio,Stade Rennais FC,0,1.1228070175438596,1.0657894736842106,0.2807017543859649,0.3157894736842105
SC Bastia,AS Nancy-Lorraine,2,1.3289473684210527,1.0526315789473684,0.5,0.2736842105263158
Girondins de Bordeaux,ES Troyes AC,1,1.5,0.868421052631579,0.5328947368421053,0.10526315789473684
Stade Brestois 29,Paris Saint-Germain,0,1.0526315789473684,1.5526315789473684,0.3157894736842105,0.48026315789473684
LOSC Lille,Montpellier Hérault SC,2,1.7763157894736843,1.1353383458646618,0.6118421052631579,0.2932330827067669
FC Lorient,Stade de Reims,1,1.4078947368421053,0.9210526315789473,0.40789473684210525,0.18421052631578946
Olympique Lyonnais,OGC Nice,2,1.9013157894736843,0.9473684210526315,0.5986842105263158,0.24342105263157895
Olympique de Marseille,AS Saint-Étienne,2,1.6710526315789473,0.9736842105263158,0.5263157894736842,0.3026315789473684
Toulouse FC,FC Sochaux-Montbéliard,2,1.2763157894736843,0.8947368421052632,0.40789473684210525,0.16666666666666666
Valenciennes FC,Évian Thonon Gaillard FC,2,1.4210526315789473,0.9868421052631579,0.4298245614035088,0.21052631578947367
AC Ajaccio,Paris Saint-Germain,1,1.1228070175438596,1.5526315789473684,0.2807017543859649,0.48026315789473684
SC Bastia,Stade de Reims,2,1.3289473684210527,0.9210526315789473,0.5,0.18421052631578946
Girondins de Bordeaux,Stade Rennais FC,2,1.5,1.0657894736842106,0.5328947368421053,0.3157894736842105
Stade Brestois 29,Évian Thonon Gaillard FC,2,1.0526315789473684,0.9868421052631579,0.3157894736842105,0.21052631578947367
LOSC Lille,AS Nancy-Lorraine,1,1.7763157894736843,1.0526315789473684,0.6118421052631579,0.2736842105263158
FC Lorient,Montpellier Hérault SC,2,1.4078947368421053,1.1353383458646618,0.40789473684210525,0.2932330827067669
Olympique Lyonnais,ES Troyes AC,2,1.9013157894736843,0.868421052631579,0.5986842105263158,0.10526315789473684
Olympique de Marseille,FC Sochaux-Montbéliard,2,1.6710526315789473,0.8947368421052632,0.5263157894736842,0.16666666666666666
Toulouse FC,AS Saint-Étienne,2,1.2763157894736843,0.9736842105263158,0.40789473684210525,0.3026315789473684
Valenciennes FC,OGC Nice,1,1.4210526315789473,0.9473684210526315,0.4298245614035088,0.24342105263157895
Évian Thonon Gaillard FC,Stade Brestois 29,0,1.381578947368421,0.6842105263157895,0.3815789473684211,0.15789473684210525
Montpellier Hérault SC,FC Lorient,2,1.4511278195488722,1.0789473684210527,0.5338345864661654,0.23026315789473684
